ID_Uzorka;GPS_LAT;GPS_LONG
179;18.480938;77.386742
180;18.478989;77.388323
181;18.481261;77.38157
182;18.485819;77.389676
183;18.478119;77.396562
184;18.486699;77.392421
185;18.473948;77.383633
186;18.496382;77.386097
187;18.485617;77.404145
188;18.486184;77.395894
189;18.480809;77.385338
190;18.484194;77.392177
191;18.48236;77.391624
192;18.480919;77.393308
193;18.472757;77.386725
194;18.48075;77.392197
195;18.480545;77.391539
196;18.486596;77.390052
197;18.483236;77.388117
198;18.491075;77.397072
199;18.480233;77.389952
200;18.490204;77.395622
201;18.484094;77.387191
202;18.48314;77.379968
203;18.4782;77.394999
204;18.487916;77.396939
205;18.487315;77.39757
206;18.4902;77.384851
207;18.482529;77.389548
208;18.487373;77.385967
209;18.487087;77.396298
210;18.478879;77.395007
211;18.482859;77.391181
212;18.486388;77.39068
213;18.478227;77.395015
214;18.490219;77.387492
215;18.490581;77.383575
216;18.495438;77.391096
217;18.484686;77.392185
218;18.48213;77.390275
219;18.487565;77.390537
220;18.476427;77.382519
221;18.480316;77.389502
222;18.481732;77.393281
223;18.486619;77.391578
224;18.478808;77.38546
225;18.485182;77.389419
226;18.485084;77.385658
227;18.485186;77.399398
228;18.485461;77.390758
229;18.492335;77.385819
230;18.487054;77.386027
231;18.477902;77.393119
232;18.488487;77.391982
233;18.486678;77.384202
234;18.480726;77.385701
235;18.479064;77.388498
236;18.487972;77.38735
237;18.48964;77.391928
238;18.483442;77.386864
239;18.482543;77.380163
240;18.489337;77.383218
241;18.479803;77.396996
242;18.493709;77.391697
243;18.474793;77.388292
244;18.479093;77.391561
245;18.469459;77.398614
246;18.490852;77.386626
247;18.480847;77.3974
248;18.486663;77.386265
249;18.479492;77.39383
250;18.486139;77.394398
251;18.501736;77.339566
252;18.484276;77.331561
253;18.497615;77.33766
254;18.495972;77.32028
255;18.495303;77.334555
256;18.496617;77.322129
257;18.495703;77.330347
258;18.515015;77.338048
259;18.501428;77.32527
260;18.495064;77.329068
261;18.494124;77.340412
262;18.497016;77.334363
263;18.497878;77.32556
264;18.50025;77.326056
265;18.494716;77.336023
266;18.490566;77.326921
267;18.491231;77.330203
268;18.488088;77.32279
269;18.492324;77.331388
270;18.484292;77.327707
271;18.498979;77.335613
272;18.497207;77.325757
273;18.489749;77.329686
274;18.494209;77.336553
275;18.491106;77.321375
276;18.487747;77.333934
277;18.490265;77.327937
278;18.493751;77.328873
279;18.500528;77.326314
280;18.48568;77.331578
281;18.492391;77.339772
282;18.485269;77.320678
283;18.487048;77.334157
284;18.499391;77.32673
285;18.491985;77.323341
286;18.503082;77.3356
287;18.493406;77.328444
288;18.487385;77.325589
289;18.495186;77.318844
290;18.491886;77.340638
291;18.494945;77.330512
292;18.497089;77.330958
293;18.488574;77.33348
294;18.50073;77.334471
295;18.496065;77.334232
296;18.502673;77.335477
297;18.500198;77.334179
298;18.494504;77.327539
299;18.492578;77.328749
300;18.498127;77.326141
301;18.494001;77.334805
302;18.501007;77.32555
303;18.487303;77.33018
304;18.500807;77.332073
305;18.484437;77.330047
306;18.49917;77.33329
307;18.494191;77.338173
308;18.500896;77.323319
309;18.496511;77.335287
310;18.48933;77.333047
311;18.497092;77.334046
312;18.490621;77.333317
313;18.498453;77.342624
314;18.498555;77.321312
315;18.504744;77.330519
316;18.493648;77.329014
317;18.499377;77.334747
318;18.498071;77.326909
319;18.501883;77.339252
320;18.486873;77.323969
321;18.493955;77.33822
322;18.494861;77.327105
323;18.497177;77.326851
324;18.488513;77.326178
325;18.49818;77.336264
326;18.499449;77.323026
327;18.506747;77.34003
328;18.489265;77.329533
329;18.497462;77.328828
330;18.49194;77.332033
331;18.49489;77.332786
332;18.4912;77.330379
333;18.495952;77.337466
334;18.494038;77.318538
335;18.489919;77.331932
336;18.493745;77.336719
337;18.495616;77.323926
338;18.492917;77.329537
339;18.495168;77.339692
340;18.493449;77.325777
341;18.48219;77.332053
342;18.487587;77.31488
343;18.493601;77.325188
344;18.497297;77.327335
345;18.49862;77.327507
346;18.486275;77.33892
347;18.498233;77.337858
348;18.500499;77.332685
349;18.4908;77.326451
350;18.499402;77.326431
351;18.491902;77.326707
352;18.496822;77.324343
353;18.495107;77.33741
354;18.490258;77.333552
355;18.495614;77.334454
356;18.49363;77.332063
357;18.493843;77.336183
358;18.490602;77.336105
359;18.491094;77.331793
360;18.496465;77.334869
361;18.498235;77.34076
362;18.497264;77.334466
363;18.496579;77.336017
364;18.48906;77.330754
365;18.499966;77.334929
366;18.501508;77.333197
367;18.493878;77.325079
368;18.495953;77.323464
369;18.499384;77.333869
370;18.489448;77.334071
371;18.495709;77.324485
372;18.494062;77.33306
373;18.494114;77.341789
374;18.481097;77.330991
375;18.491629;77.335029
376;18.494015;77.320072
377;18.499368;77.333237
378;18.490428;77.338396
379;18.492042;77.326025
380;18.502324;77.329705
381;18.502991;77.327743
382;18.499443;77.336465
383;18.49609;77.330653
384;18.495916;77.323939
385;18.50101;77.334589
386;18.490464;77.323861
387;18.502406;77.331735
388;18.496323;77.327265
389;18.500915;77.336925
390;18.491861;77.336589
391;18.499279;77.338994
392;18.499288;77.333414
393;18.496243;77.337801
394;18.496047;77.329319
395;18.497825;77.330914
396;18.501395;77.331899
397;18.495545;77.323558
398;18.492514;77.334626
399;18.49532;77.337353
400;18.489298;77.325225
401;18.487143;77.325229
402;18.507679;77.324118
403;18.497868;77.342086
404;18.495662;77.329534
405;18.488622;77.327058
406;18.496655;77.329
407;18.501698;77.332124
408;18.491439;77.320397
409;18.494407;77.332945
410;18.489333;77.324283
411;18.492695;77.323444
412;18.483545;77.334164
413;18.49377;77.326675
414;18.491967;77.334616
415;18.496064;77.331815
416;18.499342;77.330643
417;18.496927;77.332191
418;18.491001;77.332395
419;18.492516;77.323682
420;18.485461;77.327599
421;18.492689;77.338036
422;18.48973;77.318833
423;18.491396;77.320503
424;18.484932;77.331924
425;18.494516;77.326005
426;18.489882;77.3337
427;18.491386;77.322278
428;18.496949;77.331858
429;18.500603;77.330276
430;18.485215;77.323694
431;18.49272;77.321746
432;18.495322;77.33311
433;18.492094;77.332574
434;18.496091;77.334209
435;18.493499;77.339029
436;18.501395;77.32551
437;18.493741;77.331285
438;18.490429;77.31977
439;18.494985;77.323295
440;18.498276;77.332903
441;18.490309;77.327239
442;18.490527;77.331696
443;18.49666;77.331159
444;18.50102;77.341924
445;18.491479;77.326744
446;18.493983;77.330756
447;18.495456;77.336126
448;18.49745;77.335298
449;18.501608;77.327482
450;18.491505;77.331378
451;18.320698;77.578575
452;18.330171;77.583946
453;18.325655;77.581191
454;18.320453;77.568061
455;18.327029;77.5623
456;18.317269;77.570734
457;18.316683;77.579136
458;18.324907;77.575476
459;18.310515;77.56556
460;18.326337;77.564109
461;18.323163;77.569228
462;18.32707;77.572678
463;18.318579;77.57597
464;18.327358;77.569196
465;18.330451;77.58194
466;18.322207;77.56418
467;18.32358;77.56019
468;18.325479;77.574791
469;18.319969;77.566191
470;18.322696;77.566308
471;18.316128;77.574221
472;18.319667;77.569698
473;18.331634;77.569663
474;18.324558;77.577183
475;18.329372;77.568114
476;18.327244;77.567235
477;18.329584;77.572944
478;18.319592;77.575168
479;18.331797;77.574783
480;18.319833;77.572527
481;18.324404;77.564227
482;18.322767;77.572884
483;18.329473;77.573327
484;18.327377;77.571511
485;18.329494;77.567285
486;18.329364;77.572174
487;18.324764;77.580206
488;18.316654;77.568148
489;18.324915;77.575768
490;18.326817;77.563931
491;18.329805;77.570563
492;18.323651;77.583103
493;18.33006;77.572911
494;18.324099;77.573923
495;18.326146;77.573342
496;18.323191;77.578238
497;18.321429;77.574087
498;18.329726;77.566686
499;18.315338;77.576348
500;18.324264;77.568668
501;18.326163;77.56642
502;18.313326;77.579437
503;18.327857;77.579442
504;18.323767;77.570667
505;18.325785;77.574421
506;18.319358;77.574562
507;18.326182;77.572328
508;18.334618;77.575845
509;18.320949;77.576337
510;18.325957;77.574157
511;18.327356;77.573907
512;18.329994;77.565206
513;18.323722;77.561853
514;18.318962;77.580259
515;18.330341;77.564369
516;18.324013;77.575224
517;18.322407;77.564061
518;18.327564;77.571538
519;18.33064;77.566262
520;18.32868;77.572497
521;18.317613;77.569767
522;18.332165;77.57385
523;18.325504;77.572468
524;18.331009;77.572998
525;18.329648;77.569695
526;18.327077;77.562311
527;18.327881;77.573961
528;18.329775;77.569621
529;18.32469;77.572095
530;18.317527;77.578334
531;18.322633;77.569124
532;18.329487;77.565187
533;18.329071;77.575677
534;18.325824;77.570084
535;18.334362;77.576385
536;18.314732;77.569651
537;18.330046;77.575513
538;18.326837;77.56674
539;18.321818;77.572613
540;18.321235;77.571758
541;18.320711;77.571957
542;18.314943;77.568752
543;18.327855;77.576517
544;18.324837;77.565439
545;18.32621;77.572654
546;18.31462;77.563915
547;18.327594;77.581477
548;18.325145;77.579372
549;18.322376;77.576234
550;18.321838;77.572723
551;18.32495;77.575222
552;18.320839;77.570332
553;18.321124;77.57098
554;18.323462;77.575454
555;18.327119;77.572294
556;18.33529;77.567178
557;18.324377;77.570549
558;18.328013;77.570391
559;18.321341;77.577987
560;18.319039;77.575894
561;18.321848;77.568509
562;18.333015;77.565555
563;18.320514;77.573136
564;18.328379;77.580069
565;18.317032;77.577299
566;18.328106;77.57249
567;18.322128;77.575874
568;18.320651;77.568771
569;18.326811;77.569172
570;18.327198;77.564345
571;18.328297;77.566831
572;18.323457;77.581172
573;18.326172;77.570374
574;18.331362;77.573136
575;18.314549;77.574939
576;18.32457;77.567719
577;18.319084;77.566182
578;18.332117;77.56919
579;18.324514;77.568503
580;18.322558;77.565791
581;18.337202;77.57676
582;18.325992;77.5647
583;18.327932;77.572251
584;18.325437;77.571341
585;18.324074;77.570359
586;18.332305;77.568541
587;18.322485;77.5622
588;18.326597;77.571309
589;18.31959;77.574806
590;18.326255;77.567638
591;18.322463;77.573365
592;18.324969;77.568415
593;18.322379;77.569136
594;18.334229;77.565624
595;18.32868;77.577226
596;18.321316;77.566965
597;18.33003;77.573497
598;18.331125;77.567435
599;18.331697;77.56416
600;18.318779;77.572022
601;18.318916;77.570799
602;18.325015;77.568557
603;18.32121;77.574649
604;18.322969;77.577815
605;18.323455;77.56339
606;18.329248;77.557885
607;18.320528;77.557656
608;18.325013;77.573388
609;18.327224;77.572366
610;18.329885;77.568445
611;18.325585;77.56915
612;18.328739;77.579265
613;18.320309;77.570652
614;18.323658;77.56628
615;18.313759;77.572239
616;18.324573;77.569579
617;18.327217;77.574584
618;18.321518;77.566463
619;18.323626;77.576746
620;18.332386;77.568736
621;18.324539;77.571708
622;18.322603;77.567906
623;18.325324;77.567358
624;18.324233;77.571857
625;18.337789;77.576215
626;18.330759;77.571397
627;18.32939;77.570572
628;18.318406;77.574204
629;18.339226;77.572
630;18.324265;77.571276
631;18.328872;77.577746
632;18.328613;77.575862
633;18.324358;77.56498
634;18.324905;77.573044
635;18.329719;77.567891
636;18.31644;77.570515
637;18.322078;77.569061
638;18.318384;77.572022
639;18.318995;77.569079
640;18.324903;77.563102
641;18.315275;77.565623
642;18.326522;77.568905
643;18.324822;77.570436
644;18.328344;77.574554
645;18.319899;77.572941
646;18.334722;77.562244
647;18.320405;77.565771
648;18.32814;77.56474
649;18.307777;77.575878
650;18.315872;77.566661
651;18.323436;77.562406
652;18.325955;77.573103
653;18.323728;77.571151
654;18.325986;77.571526
655;18.330703;77.567393
656;18.326523;77.577728
657;18.326725;77.565368
658;18.316724;77.577047
659;18.318158;77.561657
660;18.325868;77.572811
661;18.331907;77.57178
662;18.322289;77.565249
663;18.322907;77.566399
664;18.321532;77.571168
665;18.321732;77.563805
666;18.321495;77.581504
667;18.327023;77.576107
668;18.325538;77.568517
669;18.322619;77.57376
670;18.322532;77.569675
671;18.330561;77.571508
672;18.319813;77.565209
673;18.324686;77.572014
674;18.324001;77.569689
675;18.327131;77.57474
676;18.330623;77.575306
677;18.329175;77.56362
678;18.322386;77.562107
679;18.315188;77.572566
680;18.321768;77.563806
681;18.326054;77.562646
682;18.326599;77.5732
683;18.319671;77.564651
684;18.325067;77.572211
685;18.326367;77.574921
686;18.324994;77.573334
687;18.322367;77.568659
688;18.324449;77.572224
689;18.330741;77.572566
690;18.331856;77.570054
691;18.329919;77.569073
692;18.307844;77.580207
693;18.32585;77.571689
694;18.32943;77.569759
695;18.323712;77.570276
696;18.326371;77.563744
697;18.318268;77.557492
698;18.327185;77.559759
699;18.325981;77.575531
700;18.328728;77.570944
701;18.322843;77.564053
702;18.326175;77.573855
703;18.320615;77.565862
704;18.328112;77.565089
705;18.323653;77.566029
706;18.322766;77.568905
707;18.32581;77.569406
708;18.323089;77.563564
709;18.324167;77.570474
710;18.312365;77.562323
711;18.327419;77.57166
712;18.317498;77.566635
713;18.315688;77.569409
714;18.332055;77.566345
715;18.318054;77.584907
716;18.329268;77.568735
717;18.329118;77.577908
718;18.324465;77.572238
719;18.313237;77.572013
720;18.323848;77.565038
721;18.322483;77.589499
722;18.32238;77.570411
723;18.323505;77.567263
724;18.327508;77.583733
725;18.31199;77.571993
726;18.3261;77.566148
727;18.321108;77.573679
728;18.323631;77.564958
729;18.327096;77.570604
730;18.326826;77.569248
731;18.326242;77.571464
732;18.330739;77.572192
733;18.339551;77.573401
734;18.326844;77.570323
735;18.321818;77.569496
736;18.324825;77.564881
737;18.325505;77.571817
738;18.33114;77.56355
739;18.321612;77.572525
740;18.32198;77.572297
741;18.330438;77.577381
742;18.326546;77.568396
743;18.318479;77.571191
744;18.325572;77.566782
745;18.326821;77.554285
746;18.330518;77.577131
747;18.327117;77.572162
748;18.333819;77.573296
749;18.331557;77.576296
750;18.322846;77.577695
751;18.51101;77.441221
752;18.45966;77.441785
753;18.487144;77.518598
754;18.365153;77.399744
755;18.344312;77.459599
756;18.39784;77.442602
757;18.319534;77.422048
758;18.470328;77.414209
759;18.359171;77.461263
760;18.466971;77.539972
761;18.454349;77.439029
762;18.413271;77.413346
763;18.435626;77.453842
764;18.36262;77.443371
765;18.475504;77.496705
766;18.456966;77.418647
767;18.402672;77.42159
768;18.380016;77.44128
769;18.458806;77.555459
770;18.375642;77.363254
771;18.413458;77.340776
772;18.435489;77.434187
773;18.526396;77.47348
774;18.482129;77.55405
775;18.535825;77.385346
776;18.463066;77.360415
777;18.452126;77.477814
778;18.429829;77.445448
779;18.435259;77.394173
780;18.370152;77.501618
781;18.368148;77.41332
782;18.39825;77.451212
783;18.414854;77.437684
784;18.348357;77.421004
785;18.441602;77.422706
786;18.446041;77.493554
787;18.473709;77.360008
788;18.499853;77.408812
789;18.434843;77.390228
790;18.453869;77.431538
791;18.479843;77.498254
792;18.451293;77.529777
793;18.471659;77.463161
794;18.482264;77.410916
795;18.411268;77.511171
796;18.493965;77.371359
797;18.449542;77.43322
798;18.558951;77.497169
799;18.464868;77.398532
800;18.435676;77.468512
801;18.385199;77.490251
802;18.409733;77.41187
803;18.457202;77.453276
804;18.478019;77.481029
805;18.393014;77.390021
806;18.399057;77.414704
807;18.446827;77.504021
808;18.393045;77.387925
809;18.412992;77.39271
810;18.407083;77.403431
811;18.502714;77.449282
812;18.487088;77.365384
813;18.447951;77.508318
814;18.418474;77.432355
815;18.514886;77.436848
816;18.334034;77.358113
817;18.426466;77.397325
818;18.509759;77.391834
819;18.412506;77.448826
820;18.503412;77.504385
821;18.433324;77.460121
822;18.394037;77.463076
823;18.535281;77.446762
824;18.364318;77.446774
825;18.445752;77.356083
826;18.468382;77.554915
827;18.451042;77.271181
828;18.382153;77.44431
829;18.441229;77.457424
830;18.578352;77.498264
831;18.412524;77.502769
832;18.363098;77.503241
833;18.447024;77.40986
834;18.465496;77.432861
835;18.433935;77.443361
836;18.431604;77.380396
837;18.396859;77.47092
838;18.408998;77.392343
839;18.393353;77.404823
840;18.429218;77.474046
841;18.3607;77.44502
842;18.45038;77.383421
843;18.416618;77.492665
844;18.466184;77.469728
845;18.484406;77.507459
846;18.488746;77.471882
847;18.457923;77.457755
848;18.40433;77.517022
849;18.503415;77.479783
850;18.407228;77.476253
851;18.490803;77.504431
852;18.444164;77.482693
853;18.444016;77.393099
854;18.467793;77.428604
855;18.531399;77.395939
856;18.36716;77.402109
857;18.516975;77.478078
858;18.415568;77.498157
859;18.522781;77.445038
860;18.542531;77.49053
861;18.435321;77.409874
862;18.422874;77.438064
863;18.453715;77.413802
864;18.420145;77.446029
865;18.365034;77.426668
866;18.414432;77.40206
867;18.440394;77.315217
868;18.518713;77.423461
869;18.364494;77.408491
870;18.385373;77.428839
871;18.363369;77.414409
872;18.448838;77.415473
873;18.487611;77.372862
874;18.550214;77.389411
875;18.397085;77.517406
876;18.42754;77.50983
877;18.339391;77.389933
878;18.414237;77.406642
879;18.453273;77.420506
880;18.437464;77.388411
881;18.45211;77.42786
882;18.383941;77.51877
883;18.432064;77.527354
884;18.440628;77.447473
885;18.469599;77.364706
886;18.434331;77.366133
887;18.431517;77.50887
888;18.334297;77.443215
889;18.381261;77.467497
890;18.559578;77.473632
891;18.44831;77.451058
892;18.360273;77.412054
893;18.389575;77.520159
894;18.511961;77.442113
895;18.400633;77.518575
896;18.511934;77.444421
897;18.502592;77.395042
898;18.474179;77.466768
899;18.45742;77.410856
900;18.410764;77.429708
901;18.412054;77.556891
902;18.532041;77.474613
903;18.533324;77.449669
904;18.602983;77.458945
905;18.419597;77.466751
906;18.460688;77.475794
907;18.407122;77.4814
908;18.39857;77.457977
909;18.485001;77.467123
910;18.406626;77.454704
911;18.500287;77.463439
912;18.414995;77.493576
913;18.46172;77.44422
914;18.497524;77.471202
915;18.407926;77.5276
916;18.418402;77.379689
917;18.418262;77.403216
918;18.394885;77.389486
919;18.417942;77.410578
920;18.506803;77.525811
921;18.46631;77.455166
922;18.452503;77.514393
923;18.459714;77.480036
924;18.495178;77.442119
925;18.540916;77.48078
926;18.484688;77.395594
927;18.476705;77.450626
928;18.498887;77.452687
929;18.467815;77.485859
930;18.405441;77.570717
931;18.453687;77.477958
932;18.466853;77.451567
933;18.425257;77.44826
934;18.434432;77.412759
935;18.382195;77.518056
936;18.428905;77.374484
937;18.501658;77.413305
938;18.395226;77.583422
939;18.457331;77.347237
940;18.404813;77.555661
941;18.459659;77.417372
942;18.48239;77.401392
943;18.32082;77.460053
944;18.36521;77.471096
945;18.416379;77.515286
946;18.521667;77.446635
947;18.405947;77.419443
948;18.339797;77.466835
949;18.425784;77.351078
950;18.357852;77.521981
951;18.457522;77.515999
952;18.396569;77.424632
953;18.47161;77.426326
954;18.473335;77.407577
955;18.458597;77.403166
956;18.479261;77.418576
957;18.371745;77.498423
958;18.289171;77.476663
959;18.51902;77.52539
960;18.452086;77.484316
961;18.508688;77.447838
962;18.463305;77.438657
963;18.499096;77.404655
964;18.384409;77.389567
965;18.424408;77.439751
966;18.454488;77.41481
967;18.520563;77.448733
968;18.493524;77.389069
969;18.447589;77.474202
970;18.383442;77.489466
971;18.427398;77.407018
972;18.431031;77.406752
973;18.380789;77.454247
974;18.451721;77.525827
975;18.455551;77.375111
976;18.413438;77.397392
977;18.480363;77.430479
978;18.4007;77.482516
979;18.419586;77.509033
980;18.477374;77.44025
981;18.520346;77.485427
982;18.436924;77.293731
983;18.441472;77.4923
984;18.475646;77.413558
985;18.457696;77.441615
986;18.451393;77.470318
987;18.452881;77.551744
988;18.468086;77.424204
989;18.424382;77.360422
990;18.483043;77.595775
991;18.419897;77.516397
992;18.428033;77.356612
993;18.515169;77.456888
994;18.385265;77.344562
995;18.430458;77.371185
996;18.39824;77.535539
997;18.351501;77.323403
998;18.419116;77.41602
999;18.382151;77.469934
1000;18.415069;77.405705
1001;18.352833;77.402093
1002;18.393163;77.378338
1003;18.415132;77.424544
1004;18.425039;77.369435
1005;18.440947;77.432193
1006;18.535492;77.379909
1007;18.499985;77.490717
1008;18.471127;77.383987
1009;18.399185;77.423175
1010;18.518159;77.34081
1011;18.385554;77.496623
1012;18.393092;77.469123
1013;18.409615;77.425067
1014;18.372136;77.423528
1015;18.39662;77.454061
1016;18.438312;77.466848
1017;18.402736;77.417441
1018;18.497726;77.453717
1019;18.367195;77.491489
1020;18.422645;77.394404
1021;18.480613;77.392218
1022;18.394098;77.420615
1023;18.426066;77.378166
1024;18.474076;77.452949
1025;18.392889;77.475606
1026;18.397027;77.439193
1027;18.493705;77.449885
1028;18.436147;77.408351
1029;18.474896;77.442781
1030;18.492846;77.499951
1031;18.476;77.541019
1032;18.414198;77.508836
1033;18.455222;77.410474
1034;18.425091;77.405403
1035;18.451226;77.43922
1036;18.43732;77.408796
1037;18.536493;77.485657
1038;18.480014;77.445203
1039;18.443306;77.486631
1040;18.515674;77.517473
1041;18.433687;77.405781
1042;18.466612;77.429207
1043;18.473913;77.410842
1044;18.43801;77.432994
1045;18.466464;77.465134
1046;18.50111;77.399144
1047;18.511285;77.456202
1048;18.546081;77.511591
1049;18.405001;77.437785
1050;18.408114;77.38013
1051;18.459811;77.46628
1052;18.451083;77.408677
1053;18.390713;77.536916
1054;18.448745;77.487535
1055;18.432951;77.428861
1056;18.42779;77.476129
1057;18.427292;77.469585
1058;18.431875;77.446465
1059;18.419435;77.429824
1060;18.444363;77.412209
1061;18.382805;77.4834
1062;18.466128;77.412716
1063;18.472291;77.408627
1064;18.378209;77.49585
1065;18.424087;77.424388
1066;18.463319;77.457397
1067;18.409844;77.453419
1068;18.381232;77.42314
1069;18.369065;77.458513
1070;18.514216;77.489008
1071;18.362812;77.437141
1072;18.369572;77.538834
1073;18.487266;77.505596
1074;18.380787;77.475666
1075;18.437761;77.562759
1076;18.393689;77.453895
1077;18.408313;77.448135
1078;18.388083;77.427302
1079;18.39736;77.453566
1080;18.492835;77.467826
1081;18.37166;77.487714
1082;18.50726;77.457742
1083;18.390503;77.507585
1084;18.496063;77.486144
1085;18.404041;77.487342
1086;18.448306;77.399872
1087;18.458867;77.411739
1088;18.477053;77.4334
1089;18.437963;77.340753
1090;18.464913;77.448524
1091;18.380553;77.358915
1092;18.457709;77.470062
1093;18.51257;77.454402
1094;18.489967;77.440982
1095;18.478329;77.404833
1096;18.411659;77.395211
1097;18.493306;77.460952
1098;18.314068;77.415484
1099;18.479585;77.467387
1100;18.487069;77.414996
1101;18.44941;77.514236
1102;18.440365;77.504318
1103;18.406397;77.340164
1104;18.5581;77.446368
1105;18.4308;77.363888
1106;18.443931;77.433822
1107;18.461865;77.491215
1108;18.432792;77.42026
1109;18.481843;77.440127
1110;18.504683;77.412474
1111;18.459651;77.479769
1112;18.445069;77.462182
1113;18.489126;77.478173
1114;18.505173;77.400429
1115;18.487044;77.445161
1116;18.498086;77.505995
1117;18.460757;77.490742
1118;18.429278;77.445871
1119;18.412934;77.495979
1120;18.452878;77.441619
1121;18.439876;77.384539
1122;18.437817;77.495024
1123;18.540888;77.425391
1124;18.440973;77.47689
1125;18.426183;77.412387
1126;18.397244;77.501507
1127;18.459296;77.44833
1128;18.394805;77.477675
1129;18.51058;77.473224
1130;18.456759;77.285312
1131;18.47264;77.460639
1132;18.421004;77.482507
1133;18.461438;77.451095
1134;18.479207;77.505922
1135;18.581055;77.513823
1136;18.455607;77.450905
1137;18.409721;77.500281
1138;18.462671;77.519779
1139;18.435245;77.54283
1140;18.393916;77.470331
1141;18.415887;77.509993
1142;18.322585;77.57693
1143;18.436182;77.375436
1144;18.400869;77.493083
1145;18.490058;77.438664
1146;18.423022;77.440701
1147;18.405315;77.497941
1148;18.407914;77.428471
1149;18.443627;77.485003
1150;18.391845;77.442453
